Mon Nov 06 06:22:46 +0000 2023,1.72E+18,Mulai Sabtu 16 September 2023 LRT Jabodebek melakukan penambahan jadwal perjalanan LRT Jabodebek guna memenuhi peningkatan kebutuhan pengguna jasa LRT Jabodebek. #LRTTambahJumlahPerjalanan https://t.co/VBFfBOM0yr,0,0,0,0,in,1.64E+18,1.72E+18,electrizen_tab,https://twitter.com/electrizen_tab/status/1721412793717715381,,,,,,,,,,,
Mon Nov 06 06:09:29 +0000 2023,1.72E+18,Bola dioper ke @lrtjabodebek.,0,0,0,0,in,57588682,1.72E+18,qieta,https://twitter.com/qieta/status/1721409447061545054,,,,,,,,,,,
Mon Nov 06 05:58:18 +0000 2023,1.72E+18,Jadwal Keberangkatan LRT Jabodebek Senin 6 November 2023 https://t.co/wSzI9Ie0Or @jokowi @kemenhub151 @BudiKaryaS @perkeretaapian @KAI121 @mas_didiek @lrtjabodebek @pemkotbekasi @DishubBekasi @YLKI_ID @Travelers @dishubjakarta @Aline_Dh1510 @elynurfalah @Ridwan680911 @saidi_rfp,0,0,0,0,in,1.15E+18,1.72E+18,imam_rachman_,https://twitter.com/imam_rachman_/status/1721406636173214192,,,,,,,,,,,
Mon Nov 06 05:52:57 +0000 2023,1.72E+18,https://t.co/8u05hLvITT   iral video plafon bangunan penghubung di Stasiun LRT Jabodebek Cawang Jakarta Timur ambrol. Pihak LRT menyebut penyebabnya karena hujan yang terjadi Sabtu (4/11) malam. #alurinfo #lrt #Hujan,0,0,0,0,in,1.70E+18,1.72E+18,Alurinfo_Ind,https://twitter.com/Alurinfo_Ind/status/1721405286144180443,,,,,,,,,,,
Mon Nov 06 05:46:20 +0000 2023,1.72E+18,@jalur5_ @lrtjabodebek Wuuuu gembel @perkeretaapian @KAI121 @lrtjabodebek,0,0,0,0,in,136646075,1.72E+18,es_izul,https://twitter.com/es_izul/status/1721403622662271211,,,,,,,,,,,
Mon Nov 06 05:31:31 +0000 2023,1.72E+18,Semoga bisa segera diatasi dan gak keulang ya masalah seperti ini... #KAI #LRTJabodebek #KCIC #KreasiKompascom #JernihMelihatDunia https://t.co/EHVOuKhLia,0,1,0,1,in,23343960,1.72E+18,kompascom,https://twitter.com/kompascom/status/1721399892659323061,,,,,,,,,,,
Mon Nov 06 05:07:22 +0000 2023,1.72E+18,@jalur5_ @lrtjabodebek Kerja tidak bagus cuma buang-buang uang rakyat. Pengawasnya tidak memeriksa pekerjaan dengan benar harusnya diperiksa dahulu hasil pekerjaan baru tanda tangan. Banyak sekali pengawas yang tidak beres daerah dan pusat sama saja. Kerja yang benar dong malu dengan titelnya.,0,0,0,0,in,8.61E+17,1.72E+18,AchsanKhan,https://twitter.com/AchsanKhan/status/1721393817939795973,,,,,,,,,,,
Mon Nov 06 05:05:39 +0000 2023,1.72E+18,siang min @lrtjabodebek mau tanya saldo minimal di kartu elektronik harus berapa ya? atau ga ada minimal saldo?,0,0,0,0,in,1.45E+18,1.72E+18,Notlockedacc,https://twitter.com/Notlockedacc/status/1721393384399798346,,,,,,,,,,,
Mon Nov 06 04:46:07 +0000 2023,1.72E+18,PT Kereta Api Indonesia (Persero) memastikan insiden atap jebol di Stasiun Cawang tidak akan mengganggu pelayanan LRT Jabodebek pada masyarakat.,0,1,0,0,in,118646322,1.72E+18,Bisniscom,https://twitter.com/Bisniscom/status/1721388466980913177,,,,,,,,,,,
Mon Nov 06 04:46:06 +0000 2023,1.72E+18,Menurut kalian gimana?  Stasiun LRT Jabodebek dan Kereta Cepat sama-sama mengalami insiden pada akhir pekan lalu. Atap Stasiun LRT Cawang dilaporkan jebol dan Stasiun Kereta Cepat Halim mengalami kebocoran. https://t.co/gP7IkiEU9L,0,2,0,0,in,118646322,1.72E+18,Bisniscom,https://twitter.com/Bisniscom/status/1721388464556683347,,,,,,,,,,,
