User,Isi konten,Date
jack_alenzo,"@rachlannashidik Pendapatan negara naik krn harga sda meroket tp bbm, pajak naik subsidi di cabut, infrastruktur byk yg tdk produktip shg hutang bejibun buat byr bunga pki hutang baru dan cengkraman cina dan oligharki menguat seta korupsi naik.. kog kejam sm rakyat sdr sih",2023-06-22 22:28:56+00:00
jack_alenzo,"Pendapatan negara naik akibat harga sda meroket tp pajak dan bbm naik, sunsidi di cabht, uangnya utk infrastrujtyr yg sbgian ngak prioritas dan korupsi dan cengkraman cina &amp; oligharki mkn kuat.. kog kejam sm rakyat",2023-06-22 22:23:31+00:00
Bean781,"@Didikjzie @democrazymedia @BEMUI_Official Apanya yg anti korupsi...kenapa dia tidak protes ditolaknya RUU perampasan aset koruptor?????,",2023-06-22 22:23:06+00:00
muhammadun_al,"@idtodayco KPK sekarang,kayak gini ya, KPK makan KPK, makin menjadi jadi di dalam penegak hukum bisa korupsi, bubar kan aja tuh KPK udh GK ada gunanya,cuman jadi alat politik,",2023-06-22 22:21:14+00:00
jane_ritonga,"@PadmavatiPrati1 Mantap kejaksaan Agung, ngga pandang bulu! Korupsi? Sikat!!!!",2023-06-22 22:20:18+00:00
RagaSukma_1,@geloraco @RadioElshinta ow jadi kalau yang korupsi pegawai @KPK_RI itu wajar namanya juga manusia biasa,2023-06-22 22:18:49+00:00
nasetiyanto,"@Iwinsial @dennyindrayana Cebang cebong, sok paling pinter. Kalo emg pinter, jelasin, org yg udh tersangka korupsi, ngomongin korupsi, nalarnya gmn? Jelasin brooo",2023-06-22 22:18:34+00:00
Yoes33687368,"@tvOneNews Kok men-tskkan org berkali2, sprt drama berjilid2 kadang hilang kadang muncul, ada kesan kejar target..lembaga adhoc kok dijadikan alat utk membungkam org baik yg saat ini muncul jadi penyelamat bangsa dari utang bejibun dan maraknya korupsi",2023-06-22 22:14:07+00:00
bakanosan1,"@txtdrpemerintah Bukannya itu untuk menghindari jalan berlubang yah, karena emang jalannya jarang diperbaiki abis ama korupsi... 😅",2023-06-22 22:13:09+00:00
PreciosaKanti,"@dennyindrayana Dedy Sitorus : “Denny Indrayana, anda adalah penyakit bagi bangsa Indonesia!”👍

Pulang Den! Jangan bacott aja dr jauh! Selesaikan dulu kasus kau, jangan tersangka korupsi tp malah bahas soal korupsi macam anda itu pemegang kebenaran! 

Ngoceh emang gampang Den! 
Coward!!",2023-06-22 22:11:26+00:00
abach_udin,@KPK_RI Rumah korupsi di kpk,2023-06-22 22:09:29+00:00
wedeck,"@dennyindrayana Semoga yang salah, yang korupsi dan/atau penyebar hoax segera ditangkap dan yang benar tetap benar.",2023-06-22 22:07:51+00:00
setyosby,Saat @Jokowi berkuasa korupsi semakin merajalela,2023-06-22 22:07:46+00:00
CongTimbang,"@musniumar Katanya pakar ilmuwan tapi oon, korupsi TDK seseorang tgt hasil pemeriksaan BPK, penyidik,",2023-06-22 22:07:44+00:00
wedeck,"@musniumar Semoga yang salah tetap salah, yang benar tetap benar dan yang korupsi bisa dihukum",2023-06-22 22:05:17+00:00
WongIndonesiaOK,@KPK_RI Malulah harusnya...mundur klo ksatria...lembaga anti korupsi koq korupsi sendiri,2023-06-22 22:03:34+00:00
rodenhook,"@detikcom negeri yg cinta damai...ditilang 'damai'.
korupsi dibawah sekian juta, ketahuan, kembalikan 'damai'
bentar lagi ada BATMAN🦇",2023-06-22 22:03:23+00:00
tribunkaltim,"Jawaban Anies Baswedan soal isu penjegalan lewat kasus Formula E dan bakal jadi tersangka Komisi Pemberantasan Korupsi (KPK).

#TribunKaltim #AniesBaswedan #KPK #Pilpres2024
 
https://t.co/1NQZpLeuXn lewat @tribunkaltim",2023-06-22 22:03:13+00:00
JohnnyTheBoyyyy,@mediaindonesia Korupsi itu musuh siapa saja. Partai Blau sudah jadi bukti bahwa rakyat itu jengah akan kemunafikan. Tetapi targetmu itu bak misi partai penjaga pintu sorga.,2023-06-22 21:56:41+00:00
hc_poirot,"Proyek IKN berpotensi mangkrak dan membuka jalan bagi terjadinya KKN. Korupsi makin menggila. Penegakan hukum bermasalah. Demokrasi merosot. Sungguh, orang-orang yang menyemangati mas Anies untuk jadi presiden tertekan oleh situasi dan kondisi bangsa hari ini.",2023-06-22 21:53:50+00:00
DewiOzza,"Tak ada celah untuk menjatuhkan GanjarPranowo, Kasus Korupsi E KTP yg di goreng agar Ganjar terlibat ternyata di bantah penyidik KPK dari golongan mereka sendiri! 🫰😁 https://t.co/QdoNSEbrGC",2023-06-22 21:51:26+00:00
GomarusBudiatn4,Korupsi adalah kejahatan yang sangat menyengsarakan rakyat banyak oleh karena itu harus diberantas sampai habis. Korupsi hilang rakyatpun senang.,2023-06-22 21:50:10+00:00
salvezza,Korupsi-Kolusi-Nekromansi,2023-06-22 21:46:26+00:00
Julian303,"@Sukardi2017 Mencintai NKRI  itu sudah pasti, tidak korupsi, tidak hutang, tidak membual dan membohongi rakyat saat menjabat ...
Apa lagi memperkaya oligarki 

Itu mencintai NKRI . 

Mencintai palestina itu hati nurani, membela yg tertindas itu suatu kebaikan dan kewarasan .

Kamu tolol 😁😁",2023-06-22 21:43:35+00:00
Dabniz999,"@_palungmariana @antikorupsi @DivHumas_Polri @DPR_RI @IM57_Institute @KejaksaanRI @kemendagri @Kemenkumham_RI @KemensetnegRI @KPK_RI @setkabgoid KPK rezim  fili  dkk  sedari awal recruetmennya dah  nggak beres, terindikasi produk bargaining politis, mentalnya job seeker, bukan berlatar activis NGO anti korupsi dan institusi hanya sebagai ladang berburu jabatan, so sangat mudah ditundukkkan kilau kekuasan dan hedonik",2023-06-22 21:42:18+00:00
OmGatotBaru,"@tvOneNews Kok pada nyalahin KPK ?
Padahal kalau KPK menuding pak Anis korupsi, kan pak Anis seolah2 terzolimi, lalu banyak yg pada simpati dg pak Anis, lalu balik mendukung pak Anis yang terzolimi. Menang deh pak Anisnya. Gitu mungkin ya ?",2023-06-22 21:42:16+00:00
Bean781,@mmiskun137 @Adra_silent Rugi dan korupsi itu beda bos,2023-06-22 21:41:07+00:00
ki_cakrasurya,"Sudah jelas tidak ada korupsi, kenapa tidak dihentikan penyelidikannya?",2023-06-22 21:40:16+00:00
KWIHSOE,"@sigitwid Kalau masalah KKN , Korupsi , Janji Politikus , loe diem.",2023-06-22 21:35:30+00:00
hs_gado,"@musniumar Semoga tersangka dan dipenjara,dikebiri dimiskinkan
Kalau terbukti korupsi",2023-06-22 21:33:17+00:00
GadissSenja,"@tvOneNews Priksa  Erik Thohir dan jokowi Mandalika yang nyata-nyata banyak sekali korupsi di situ.formula E yang tidak rezim sokong selalu di cari-cari kesalahanya,karena Anis di anggap penghalang bagi kalian.jangan.lupa juga kasus di tubuh kpk.kepanikan rezim yang luar biasa .",2023-06-22 21:30:41+00:00
Penipu_Rakyat,"@hnurwahid @jokowi Ucapan @jokowi sampah semua.

Hampir 10 thn yg meroket korupsi dan utang.",2023-06-22 21:27:40+00:00
B_ariesandi,"Membandingkan kasus kerugian mandalika dengan kasus korupsi formula e saja tidak mampu, Makin musni umar aja kau!!",2023-06-22 21:27:14+00:00
SitiNur81010445,"@Paltiwest Ketua BEM bukan pintar sok sokan bilang korupsi, mahasewa goblok keblinger ada uang demo gak ada uang ngumpet kan tolol namanya.",2023-06-22 21:25:38+00:00
ImadeSuara1,"@KPK_RI Korupsi,kolusi,nepotisme, bangkit kembali, kami ndak bisa omong, orang baik dan bijaksana tenggelam kenapa ya?",2023-06-22 21:25:20+00:00
SitiNur81010445,@Ki_Cebong @namasayamelki Pemerintah UUD aset negara yg dikorupsi gak muncul/turun sekarang mau demo drun mahasewa goblok gak punya berguna untuk bangsa belum pernah jasa di Indonesia sok sok bilang korupsi kan tolol namanya.,2023-06-22 21:15:23+00:00
medcom_id,"Komisi Pemberantasan Korupsi (KPK) bakal berbenah usai ada pungutan liar (pungli) di rumah tahanan (rutan) yang dikelolanya. Permainan kotor itu tidak boleh terulang.

#Pungli #KPK

https://t.co/wRxoR6InGk",2023-06-22 21:15:00+00:00
RadarKorupsi,@Budionotaslim3 @jokowi @DJRachbini Betul,2023-06-22 21:12:04+00:00
okino2x,"@kompascom bumn, menteri2, amggot dpr
pesta korupsi ....
makin hari pesta itu makin meriah...tanpa rasa malu, mereka bangga jadi koruptor",2023-06-22 21:08:56+00:00
okino2x,"@kompascom hello, korupsi menteri2 jokowi yg nilainya trilyunan gak masalah...sudah tradisi maling uang rakyat atas nama penguasa resmi, mereka kebanggaan rakyat kalau bisa jd koruptor",2023-06-22 21:05:45+00:00
RadarKorupsi,"@Budionotaslim3 @jokowi @DJRachbini Mestinya harus ada yang menjelaskan agar masyarakat juga ga bertanya2. Memang rakyat ga ikut bayar secara langsung utang negara selama ini, tapi secara tak langsung hampir semua rakyat Indonesia membayar pajak mungkin sebahagianya disisihkan untuk membayar pokok+Bunga utang.",2023-06-22 21:05:37+00:00
PreciosaKanti,"Dedi Sitorus : 
“Deny Indrayana, anda adalah PENYAKIT bagi bangsa ini”

😄😄😄 happy dengernya! Malem ini si tersangka korupsi @dennyindrayana kena ‘jleb’ banget ! 
You deserve it!!!

PRAHARA MENGHANTAM NASDEM // MURNI HUKUM ATAU POLITIS?! https://t.co/Iax0YRNjPA via @YouTube",2023-06-22 21:05:07+00:00
Reza11638056,@KPK_RI Oooooh ALA MAS SETELAH KEBONGKAR. ADA KORUPSI DI LEMBAGA ANTI KORUP.  YG PALING PANTAS BUKAN MINTA MAAF BRO.  YA KETUANYA MENGUNDURKAN. DIRI. MALUNYA SE UBUN UBUN .PADA RAKYAT .EEE..DIKIRA SUCI..FUL GAK TAUNYA MAU JUGA NELEN YG HARAM.,2023-06-22 20:51:47+00:00
JPrabavany,"@Lintas_Jaman Korupsi sebanyak itu pasti gak dimakan sendirian atau cuma 2-3 org kaaannn... Usut yg lain juga doong...
Setor kemana aja",2023-06-22 20:50:26+00:00
sulist_cr3w__,"Tipe orang 2 curang 

- Mengurangi Timbangan 
- menaikan harga semau sendiri 
- mencuri , merampok , begal , korupsi 
- Bank konvensional bunga yg mecekik . https://t.co/LRGRF8uUah",2023-06-22 20:49:38+00:00
RadarKorupsi,"@propaganda_99 Padahal saya sudah jelasin dan mohon maaf beribu maaf jika ada yang tersinggung, karna saya ga ada niat bahas yang lain kecuali terkait link detik-com dg narsum pak AD yang saya anggap sbg sumber valid😅",2023-06-22 20:47:13+00:00
medcom_id,"Komisi Pemberantasan Korupsi (KPK) masih merahasiakan identitas pelaku pungutan liar (pungli) di rumah tahanan (rutan) yang dikelolanya. Permainan kotor itu terbongkar atas sidak yang dilakukan Dewan Pengawas (Dewas).

#Pungli #KPK

https://t.co/KtPoccWfkX",2023-06-22 20:45:00+00:00
Pagg15070598,"&lt; HWPL 세계평화선언문 제10주년 기념식 및 평화 걷기  &gt;

Koran Pemberitaan Korupsi - Gerakan Perdamaian Dunia, Upaya Pembangunan Perdamaian
https://t.co/aPcYEE9x9m",2023-06-22 20:41:07+00:00
Budionotaslim3,"@OposisiCerdas Kasus korupsi BTS KOMINFO katanya Rp8T,uang itu larinya kemana saja",2023-06-22 20:40:19+00:00
Nott_Pressed,Korupsi koruptor besar Gubernur Gagal !! Lukas #TangkapLukasEnembe #LukasEnembeTersangkaKorupsi https://t.co/tDJmlqqTT9,2023-06-22 20:36:48+00:00
Nott_Pressed,Sang Raja Korupsi Lukas Enembe Kucrut !! #TangkapLukasEnembe #LukasEnembeTersangkaKorupsi https://t.co/coqhkV2XjR,2023-06-22 20:36:46+00:00
DYS_yes,"@dennyindrayana Korupsimu aman asal tidak nyapres.  Yg nyapres dicari2 kesalahannya dengan dalih korupsi. 
Pensiunmu tidak tenang karena akan diperlakukan sama dengan apa yg dilakukan kepada orang lain. 

Kekuasaan itu mirip karma. siapa yg menabur benih dia yg menuai.",2023-06-22 20:35:42+00:00
awank_Kendari,@GeiszChalifah Pemberantas korupsi melakukan korupsi berjamaah? Trus apa gunanya mrk dipertahankan?,2023-06-22 20:31:01+00:00
RadarKorupsi,@patualanggaAsse Wakakak,2023-06-22 20:23:30+00:00
IbnuSantoso20,"@dennyindrayana Kau juga mantan pidana korupsi ya, Payment Gateway... Menepuk air di dulang terpercik muka sendiri.",2023-06-22 20:23:10+00:00
tempodotco,"Kasus Korupsi Tambang Nikel, Kejati Sultra Tetapkan DIrut PT Lawu Agung Mining Sebagai Tersangka #TempoNasional https://t.co/hayU0iFHlb",2023-06-22 20:23:02+00:00
WinnerWave_,"@realAmienRais terima duit 300 juta dari Rokhmin Dahuri, 600 juta dari Siti Fadillah Supari (uang pada kedua peristiwa tersebut terkait kasus korupsi yang membuat dua nama itu jadi terpidana korupsi)",2023-06-22 20:22:08+00:00
PanjenSuwantai,@musniumar Korupsi dengan hutang beda lah pak. Masa gak paham sih.,2023-06-22 20:21:16+00:00
RadarKorupsi,Hahahah🤣🤣🤣,2023-06-22 20:19:27+00:00
takon_wong,"@tvOneNews Aroma-aroma korupsi tu dimandalika, ayo @KPK_RI usut tuh mandalika, cek bener kagak biaya dll",2023-06-22 20:18:32+00:00
andeslur91,"@puanmaharani_ri Smoga org2 yg korupsi/mkan org rakyat indonesia kena azab yg pedih, smoga di tunjukan allah swt di dunia ini, biar msrkat melihatnya",2023-06-22 20:15:57+00:00
BahasaSeribu,@dennyindrayana Anda pelaku korupsi ..? https://t.co/c1Pm1JDULd,2023-06-22 20:14:39+00:00
HendZiddane,"@putrisakera Tak satupun ada alat bukti korupsi di Formula E.Jgn dipaksa2.Brigjen Endar dicopot karena MENOLAK perintah curang,perintah yg melanggar hukum.Sampai kiamat pun gak bakalan ketemu alat bukti korupsi Formula E.
Jika sdh gelap mata...akan merubah isi Perkom? @KataBewe",2023-06-22 20:06:38+00:00
RadarKorupsi,"@yon095403130844 @gusDAL2023 @ganjarpranowo @ah_barat @abu_waras @ReskrimTabesSmg @Divpropampolri @_bareskrimpolri Seingat saya, pak Polisi tdk boleh terkesan cawe2 utk capres &amp; parpol tt  apa lagi menggunakan nama akun Reskrim. Jika akun tsb asli, mestinya @propampolri proses hukum. Mudah2an twet ini dibaca oleh YM Bpk Kapolri @ListyoSigitP a/ Yth Bpk @ahriesonta @mohmahfudmd @BennyHarmanID",2023-06-22 20:05:29+00:00
gagitugie___,"@BagiIlmu7 @PartaiSocmed Bukan itu aja sih, yg lebih parahnya lg takut di korupsi sm pejabat2 di negara kita 😂.
Intinya jgn bikin masalah dgn org ""terkaya di dunia"" ini kalo gak mau dapet masalah besar 😂",2023-06-22 20:02:55+00:00
prabamska,"@Ariefkasam2 @abwnews_ Yang pasti pasti aja, lanjutkan usut korupsi E-KTP, ada saksinya, menyebabkan kerugian negara",2023-06-22 20:00:00+00:00
RadarKorupsi,@NobowoNonowo @MulkisPohan @yon095403130844 Gaperlu takut asal twet kita jangan ada unsur delik. Pak Polisi dilarang melindungi capres dan parpol tertentu. Sedangkan yang tidak sopan ke capres dan cawapres lain tidak ditegur/tidak diingatkan @propampolri @ListyoSigitP @mohmahfudmd @kompolnas_ri @KomnasHAM,2023-06-22 19:50:49+00:00
deserteagle1203,"@WagimanDeep212_ @KPK_RI Lha kalo insan KPK yg manusia yg juga bisa salah dan korup itu bisa bisa hanya dengan mintak mangap, apa ya nanti terpidana kasus korupsi yg di rutan KPK lagal ngiri n mintak mangap jugak...🤣",2023-06-22 19:46:59+00:00
husyairi_mathur,"Pak @mohmahfudmd @ListyoSigitP @DivHumas_Polri @HumasPoldaJatim @PolrestabesSby apa gerakan aktivis yg mendukung pengungkapan kasus dugaan korupsi hrs dibungkam? Pagar yg rusak tak jauh lbh berharga dg gerakan adik2 kita ini.
https://t.co/TUQolzM69K
#tolakpembungkamanaktivis",2023-06-22 19:43:38+00:00
TampubolonTjoki,"@MARQUEZ__93 saat kampanye, katakan Alutsista di korupsi Trilyunan, menuduh Menhan sebelumnya, sekarang bersih &amp; suci? ada PT yang menjadi penghubung PT siapa?",2023-06-22 19:43:23+00:00
gubrack,"@KompasTV Dikiranya lebaran kah, pakai minta maaf? Koruptor juga manusia, maka dari itu dibentuklah KPK sebagai lembaga anti korupsi yang memiliki integritas tinggi yang harus dijaga marwah, keadilan, dan kejujurannya. Lha kok malah jadi sarang pungli, melegalkan suap, dan gratifikasi.",2023-06-22 19:41:28+00:00
RadarKorupsi,@RrgDevino @yudiharahap46 @nazaqistsha Apa yang gaboleh kalo sudah diputuskan MK-RI?,2023-06-22 19:38:04+00:00
toxynuscaV2,@alisyarief Berarti tiap korupsi 1 trilyun-an dihukum 1 tahun saja. Indahnya negeri ini ....,2023-06-22 19:35:55+00:00
RadarKorupsi,@yon095403130844 Yaa begono kalik yak? Wakaka,2023-06-22 19:32:17+00:00
RadarKorupsi,"@yon095403130844 @tvOneNews Balik modal 38 th, versi Faisal Basri 138 tahun",2023-06-22 19:31:50+00:00
RadarKorupsi,@yon095403130844 https://t.co/XWNZSmZ4QS https://t.co/ldDilqy6ky,2023-06-22 19:30:53+00:00
medcom_id,"Komisi Pemberantasan Korupsi (KPK) menyebut penerimaan pungutan liar (pungli) di rumah tahanan (rutan) yang dikelolanya menggunakan metode transfer. Pelaku bahkan menggunakan rekening berlapis.

#Pungli #KPK

https://t.co/UrYnoYTQjy",2023-06-22 19:30:00+00:00
RadarKorupsi,@rikoabak79 Tks Kang,2023-06-22 19:27:45+00:00
RadarKorupsi,@yon095403130844 @tvOneNews Kata Heru itu solusinya tinggal di tiup aja,2023-06-22 19:27:09+00:00
RadarKorupsi,@yon095403130844 @RamliRizal @Menkeu Sayang saya diblokir sama pak RR padahal banyak twetnya yang menginspirasi saya. Jadi saya kurang yakin bliau demokratis jika jadi pejabat lagi.,2023-06-22 19:26:21+00:00
RadarKorupsi,@koharramadi81 Bapak kayak orang German aja hahaha. Kalo videonya Prof Didik itu hoaks atau gak sesua kalian tinggal bantah dengan data.,2023-06-22 19:23:16+00:00
9gcehi1p_,"@tvOneNews @tvOneNews Bikin terus fitnah nya,
Yang nggak korupsi di fitnah terus

Yang benar benar korupsi hidup dengan tenang di negri ini...

Takut amat kalian anis jadi calon presiden

Baru calon loh",2023-06-22 19:21:42+00:00
RadarKorupsi,@antaz345 @yon095403130844 Gatot ya Bro?,2023-06-22 19:19:06+00:00
Abufithroh_68,@paksumizan @Socotra101 Maksud saya korupsi,2023-06-22 19:10:36+00:00
Sofian42143091,"@ajengcute16__ He..he.. ibarat kata Pepatah, Ketuanya kencing sambil berdiri, Anak buahnya pun kencing sambil berlari-lari,he..he..Ketuanya bnyk melakukan pelanggaran2 etik, Anak buahnya pun bnyk melakukan korupsi..he..he..Ancur sdh KPK..!?",2023-06-22 19:08:32+00:00
KorupsiY,"@coffebit Rai'ne kemepruk lek, ojo oleh sopo terboyo timbang remuk",2023-06-22 19:05:07+00:00
erakinimedia,"Komisi Pemberantasan Korupsi (KPK) menyita 20 aset senilai Rp 150 miliar milik tersangka gratifikasi dan pencucian uang, Rafael Alun Trisambodo. https://t.co/p3G8DTPEGW",2023-06-22 19:05:02+00:00
SalszaDaff,@lizaqhaq Seperti caleg yg siap korupsi 10T,2023-06-22 19:03:44+00:00
hayikaveh,"Cape banget, enak gasih korupsi 3T tapi cm dipenjara 1 thn denda 600jt 😂 itu saya kuliah ga pusing sih, mau ke MIT pun hayuuu 😂😂",2023-06-22 19:01:52+00:00
hayikaveh,Emang duit korupsi kalo dibuat berangkat haji jadi halal ya?,2023-06-22 19:00:17+00:00
medcom_id,"Komisi Pemberantasan Korupsi (KPK) menyebut modus pungutan liar (pungli) di rumah tahanan (rutan) yang dikelolanya beragam. Salah satunya agar tersangka bisa membawa uang ke dalam sel.

#Pungli #KPK

https://t.co/o59LfVjMEp",2023-06-22 19:00:01+00:00
NgatijoT5273,"@KompasTV Semoga tidak terjadi . Orang baik di indonesia banyak yg ga suka jdi presiden . Coba klo pak Anis ga nyalon mungkin tidk di bilng korupsi . Iya kita berdo,a untuk pak Anis emang ga korupsi . Insya Allah Aamiin .",2023-06-22 18:54:28+00:00
AdyChrman,@KPK_RI @Kemdikbud_RI Berantas korupsi tampa kecuali semangat kpk,2023-06-22 18:54:21+00:00
Muslim_AntiPKI9,@MurtadhaOne KORUPSI JUARA Donh INDONESIA https://t.co/ZUi0AjVXv2,2023-06-22 18:46:19+00:00
medcom_id,"Komisi Pemberantasan Korupsi (KPK) menyebut pungutan liar (pungli) merupakan ladang permainan penjaga dan bagian perawatan rumah tahanan (rutan). Transaksi haram itu tengah diusut.

#Pungli #KPK

https://t.co/BgreQlXdaN",2023-06-22 18:45:00+00:00
aproximacentae,@kompascom beuh kepsek di sd gue juga korupsi mulu. uang bos nya abis abis terooossssss wk,2023-06-22 18:40:39+00:00
BelengBeleng687,"@P3n99u94t Rezim PKI benar2 brutal. 
Ketika tidak berkuasa, kerjanya merongrong.
Ketika berkuasa, malas urus kesejahteraan rakyat, korupsi, dan menindas rakyat
#RakyatSerukanPeoplePower
#RakyatSerukanPeoplePower https://t.co/vkadj7wMbg",2023-06-22 18:36:15+00:00
Agus07071659,"@Bambangmulyonoo Sudah terbukti korupsi E KTP kok suruh dipilih 
Bisanya cuma jualan radikal radikul   😂",2023-06-22 18:32:44+00:00
toxynuscaV2,"@KompasTV Ngaku salah gak mau turun utk tanggungjawab? Eh iya, malah minta diperpanjang.

Anti korupsi tapi ada pungli. Mangstab nian",2023-06-22 18:27:57+00:00
hukumatikoruptr,"@KPK_RI Tenanglah ...tenang saja, santai saja,tak usah minta maaf,korupsi adalah budaya pejabat di NKRI...maka wajib kita lestarikan,wajib kita dukung...krn tak ada hukuman mati,mereka tak akan menyesali...",2023-06-22 18:27:04+00:00
